ORDER_ID,CUSTOMER_ID,AMOUNT,DISCOUNT
ORD0000608,CUS0000044,8262.89,17.01
ORD0000609,CUS0000055,4751.54,23.34
ORD0000610,CUS0000011,10854.95,16.63
ORD0000611,CUS0000092,10064.96,3.87
ORD0000612,CUS0000092,8136.54,25.3
ORD0000613,CUS0000039,12136.36,1.82
ORD0000614,CUS0000088,8042.91,22.13
ORD0000615,CUS0000087,2522.55,11.37
ORD0000616,CUS0000003,5481.01,0.39
ORD0000617,CUS0000014,1369.43,25.2
ORD0000618,CUS0000016,3205.03,17.49
ORD0000619,CUS0000079,2817.41,2.44
ORD0000620,CUS0000098,9850.65,20.7
ORD0000621,CUS0000086,14434.87,1.08
ORD0000622,CUS0000018,1428.75,25.53
ORD0000623,CUS0000061,10479.11,10.86
ORD0000624,CUS0000033,14339.27,17.15
ORD0000625,CUS0000077,1857.64,9.64
ORD0000626,CUS0000077,2113.82,2.66
ORD0000627,CUS0000091,6482.19,5.31
ORD0000628,CUS0000023,2156.87,1.64
ORD0000629,CUS0000062,3965.62,14.36
ORD0000630,CUS0000083,1430.77,25.5
ORD0000631,CUS0000025,14152.36,29.32
ORD0000632,CUS0000007,7678.61,5.67
ORD0000633,CUS0000096,13620.07,7.06
ORD0000634,CUS0000056,1043.86,28.1
ORD0000635,CUS0000055,3948.38,27.23
ORD0000636,CUS0000051,8660.72,14.07
ORD0000637,CUS0000099,8066.94,13.12
ORD0000638,CUS0000052,3403.86,4.49
ORD0000639,CUS0000061,11282.75,8.15
ORD0000640,CUS0000098,9613.55,16.06
ORD0000641,CUS0000015,3376.38,24.2
ORD0000642,CUS0000054,1974.36,17.62
ORD0000643,CUS0000055,3480.17,29.67
ORD0000644,CUS0000037,4662.16,18.32
ORD0000645,CUS0000055,3979.28,0.94
ORD0000646,CUS0000092,11853.5,21.31
ORD0000647,CUS0000032,1634.9,22.57
ORD0000648,CUS0000039,13452.08,9.19
ORD0000649,CUS0000063,10150.19,8.84
ORD0000650,CUS0000057,1965.37,25.3
ORD0000651,CUS0000011,12724.94,17.61
ORD0000652,CUS0000007,13346.2,29.86
ORD0000653,CUS0000097,1997.04,28.73
ORD0000654,CUS0000008,3794.65,23.65
ORD0000655,CUS0000016,999.21,10.04
ORD0000656,CUS0000086,13068.36,15.7
ORD0000657,CUS0000089,5659.81,10.33
ORD0000658,CUS0000067,12946.53,3.27
ORD0000659,CUS0000060,2155.38,15.63
ORD0000660,CUS0000050,12401.85,27.7
ORD0000661,CUS0000008,2509.39,22.67
ORD0000662,CUS0000030,4328.52,15.05
ORD0000663,CUS0000041,8804.15,8.74
ORD0000664,CUS0000063,6328.63,3.97
ORD0000665,CUS0000088,13422.46,2.44
ORD0000666,CUS0000023,3713.99,19.17
ORD0000667,CUS0000045,14098.52,15.34
ORD0000668,CUS0000071,1057.35,4.57
ORD0000669,CUS0000002,3443.48,26.77
ORD0000670,CUS0000076,3184.06,16.14
ORD0000671,CUS0000066,9649.95,9.76
ORD0000672,CUS0000055,1693.93,15.76
ORD0000673,CUS0000052,4155.1,12.21
ORD0000674,CUS0000011,13265.33,5.8
ORD0000675,CUS0000036,3452.78,29.6
ORD0000676,CUS0000049,4092.48,2.43
ORD0000677,CUS0000056,1010.2,28.94
ORD0000678,CUS0000015,1644.74,21.03
ORD0000679,CUS0000061,5950.69,15.34
ORD0000680,CUS0000069,2943.91,23.52
ORD0000681,CUS0000070,2678.73,1.47
ORD0000682,CUS0000047,9969.1,1.37
ORD0000683,CUS0000026,3330.76,3.15
ORD0000684,CUS0000006,1241.55,24.34
ORD0000685,CUS0000027,4021.9,9.63
ORD0000686,CUS0000050,9140.05,11.35
ORD0000687,CUS0000012,10159.18,9.74
ORD0000688,CUS0000052,3197.01,28.02
ORD0000689,CUS0000022,2568.91,26.72
ORD0000690,CUS0000049,2595.13,23.19
ORD0000691,CUS0000044,13472.28,3.93
ORD0000692,CUS0000018,4370.66,0.09
ORD0000693,CUS0000001,882.29,9.3
ORD0000694,CUS0000022,4924.21,13.38
ORD0000695,CUS0000026,3607.59,21.49
ORD0000696,CUS0000017,4687.76,19.6
ORD0000697,CUS0000083,3231.46,3.88
ORD0000698,CUS0000096,12694.02,20.53
ORD0000699,CUS0000070,1090.37,14.19
ORD0000700,CUS0000070,1597.58,24.45
ORD0000701,CUS0000046,3047.2,7.59
ORD0000702,CUS0000053,2101.69,23.58
ORD0000703,CUS0000008,4842.9,4.97
ORD0000704,CUS0000028,3630.99,21.64
ORD0000705,CUS0000027,2668.82,13.64
ORD0000706,CUS0000041,13127.45,12.64
ORD0000707,CUS0000031,2775.53,10.28
ORD0000708,CUS0000061,5429.17,5.67
ORD0000709,CUS0000055,4534.72,13.49
ORD0000710,CUS0000059,6537.55,5.32
ORD0000711,CUS0000001,3710.2,2.86
ORD0000712,CUS0000007,14562.45,29.78
ORD0000713,CUS0000088,10004.99,29.88
ORD0000714,CUS0000045,6661.65,5.19
ORD0000715,CUS0000057,4599.41,1.9
ORD0000716,CUS0000044,14552.27,4.81
ORD0000717,CUS0000040,2798.76,19.29
ORD0000718,CUS0000022,2951.09,11.97
ORD0000719,CUS0000074,4917.12,26.17
ORD0000720,CUS0000045,11403.55,5.74
ORD0000721,CUS0000075,756.37,29.5
ORD0000722,CUS0000033,13686.66,18.82
ORD0000723,CUS0000045,11271.63,6.6
ORD0000724,CUS0000074,4828.26,17.44
ORD0000725,CUS0000046,1660.6,18.03
ORD0000726,CUS0000093,4039.48,7.21
ORD0000727,CUS0000061,10879.6,27.1
ORD0000728,CUS0000007,8637.48,13.49
ORD0000729,CUS0000075,1846.43,7.3
ORD0000730,CUS0000053,1764.87,15.2
ORD0000731,CUS0000015,4787.74,12.76
ORD0000732,CUS0000098,12283.53,16.33
ORD0000733,CUS0000054,958.94,16.85
ORD0000734,CUS0000045,8178.37,5.1
ORD0000735,CUS0000013,6256.23,19.1
ORD0000736,CUS0000092,13074.41,6.37
ORD0000737,CUS0000032,4657.44,18.41
ORD0000738,CUS0000004,3838.01,21.7
ORD0000739,CUS0000082,5761.75,28.19
ORD0000740,CUS0000040,1513.46,21.95
ORD0000741,CUS0000008,3480.55,22.44
ORD0000742,CUS0000041,9469.77,5.03
ORD0000743,CUS0000042,3705.54,18.82
ORD0000744,CUS0000037,2360.11,19.15
ORD0000745,CUS0000072,3321.7,21.34
ORD0000746,CUS0000027,2862.83,5.56
ORD0000747,CUS0000043,4749.78,10.82
ORD0000748,CUS0000008,3684.3,6.7
ORD0000749,CUS0000080,4200.05,29.91
ORD0000750,CUS0000062,1197.24,4.05
ORD0000751,CUS0000002,917.19,24.57
ORD0000752,CUS0000077,3947.18,12.25
ORD0000753,CUS0000099,7262.15,12.42
ORD0000754,CUS0000025,10287.93,28.35
ORD0000755,CUS0000033,14152.59,1.66
ORD0000756,CUS0000063,12579.68,5.3
ORD0000757,CUS0000031,1260.59,12.39
ORD0000758,CUS0000071,3322.98,12.1
ORD0000759,CUS0000085,4072.85,16.29
ORD0000760,CUS0000076,2127.34,11.06
ORD0000761,CUS0000080,2099.63,29.33
ORD0000762,CUS0000066,10895.97,16.92
ORD0000763,CUS0000032,2579.21,11.21
ORD0000764,CUS0000089,5150.65,29.42
ORD0000765,CUS0000006,2181.97,23.87
ORD0000766,CUS0000048,1872.2,9.67
ORD0000767,CUS0000052,4416.52,14.03
ORD0000768,CUS0000041,13743.79,11.55
ORD0000769,CUS0000097,3611.71,17.0
ORD0000770,CUS0000050,7661.38,3.7
ORD0000771,CUS0000093,4470.55,4.32
ORD0000772,CUS0000029,4687.26,15.68
ORD0000773,CUS0000087,2251.15,15.3
ORD0000774,CUS0000052,4567.94,28.83
ORD0000775,CUS0000006,3364.91,1.72
ORD0000776,CUS0000071,2833.52,17.49
ORD0000777,CUS0000082,8007.29,19.94
ORD0000778,CUS0000052,3390.21,6.43
ORD0000779,CUS0000096,7743.15,5.49
ORD0000780,CUS0000047,6977.9,2.86
ORD0000781,CUS0000065,3096.54,20.5
ORD0000782,CUS0000075,2576.68,23.45
ORD0000783,CUS0000056,2116.75,10.98
ORD0000784,CUS0000003,14044.41,11.36
ORD0000785,CUS0000022,2808.88,8.49
ORD0000786,CUS0000089,12195.73,24.01
ORD0000787,CUS0000100,1321.81,28.47
ORD0000788,CUS0000010,1127.08,11.22
ORD0000789,CUS0000053,4134.79,28.22
ORD0000790,CUS0000047,9084.52,29.21
ORD0000791,CUS0000041,10367.84,6.63
ORD0000792,CUS0000063,6980.73,22.15
ORD0000793,CUS0000044,10093.18,1.0
ORD0000794,CUS0000034,6539.5,1.3
ORD0000795,CUS0000098,8394.85,8.53
ORD0000796,CUS0000088,10541.99,13.43
ORD0000797,CUS0000056,875.17,21.97
ORD0000798,CUS0000024,2606.84,2.1
ORD0000799,CUS0000020,6120.37,16.86
ORD0000800,CUS0000017,4415.08,7.68
ORD0000801,CUS0000066,8122.03,16.52
ORD0000802,CUS0000029,3801.81,21.85
ORD0000803,CUS0000046,3949.83,17.98
ORD0000804,CUS0000039,14672.27,0.75
ORD0000805,CUS0000071,3287.19,20.97
ORD0000806,CUS0000092,8710.34,24.17
ORD0000807,CUS0000005,1185.28,6.78
ORD0000808,CUS0000043,2019.07,4.94
ORD0000809,CUS0000080,4598.44,26.74
ORD0000810,CUS0000064,2065.9,6.61
ORD0000811,CUS0000099,9182.46,17.73
ORD0000812,CUS0000080,4782.87,11.53
ORD0000813,CUS0000057,1635.63,5.89
ORD0000814,CUS0000094,932.52,21.37
ORD0000815,CUS0000075,3240.91,17.66
ORD0000816,CUS0000048,2326.5,16.61
ORD0000817,CUS0000086,7894.94,15.68
ORD0000818,CUS0000013,7816.46,1.46
ORD0000819,CUS0000024,4103.92,19.26
ORD0000820,CUS0000002,882.74,21.16
ORD0000821,CUS0000070,1880.09,1.86
ORD0000822,CUS0000003,10696.27,1.43
ORD0000823,CUS0000031,909.38,28.57
ORD0000824,CUS0000083,829.71,22.86
ORD0000825,CUS0000036,734.98,24.92
ORD0000826,CUS0000021,9936.84,0.38
ORD0000827,CUS0000082,10120.36,22.95
ORD0000828,CUS0000084,1410.09,22.82
ORD0000829,CUS0000094,2852.49,10.12
ORD0000830,CUS0000048,2963.49,13.22
ORD0000831,CUS0000080,582.44,2.56
ORD0000832,CUS0000021,12342.91,23.0
ORD0000833,CUS0000048,824.64,13.38
ORD0000834,CUS0000011,7500.16,24.46
ORD0000835,CUS0000077,847.52,1.4
ORD0000836,CUS0000080,3941.46,12.17
ORD0000837,CUS0000075,2658.04,0.5
ORD0000838,CUS0000093,2178.8,27.94
ORD0000839,CUS0000081,3897.21,16.52
ORD0000840,CUS0000063,11543.27,25.74
ORD0000841,CUS0000085,3073.76,12.49
ORD0000842,CUS0000090,8229.82,28.48
ORD0000843,CUS0000026,1984.17,6.52
ORD0000844,CUS0000022,2543.1,28.92
ORD0000845,CUS0000078,1545.18,18.36
ORD0000846,CUS0000081,4523.02,23.55
ORD0000847,CUS0000088,7170.25,9.08
ORD0000848,CUS0000013,11836.28,17.84
ORD0000849,CUS0000065,2551.08,21.08
ORD0000850,CUS0000034,14372.87,17.67
ORD0000851,CUS0000044,14461.97,14.49
ORD0000852,CUS0000028,4726.07,14.78
ORD0000853,CUS0000037,4784.56,0.4
ORD0000854,CUS0000054,1840.12,6.07
ORD0000855,CUS0000017,814.76,25.74
ORD0000856,CUS0000026,2714.65,21.04
ORD0000857,CUS0000043,3475.6,4.65
ORD0000858,CUS0000017,1031.3,13.27
ORD0000859,CUS0000051,5663.96,16.18
ORD0000860,CUS0000010,1469.09,17.64
ORD0000861,CUS0000099,10966.99,12.3
ORD0000862,CUS0000086,7052.14,4.98
ORD0000863,CUS0000011,12826.77,14.9
ORD0000864,CUS0000062,3441.08,14.73
ORD0000865,CUS0000073,3224.76,21.4
ORD0000866,CUS0000039,12735.09,19.42
ORD0000867,CUS0000022,620.9,9.22
ORD0000868,CUS0000013,10756.84,12.87
ORD0000869,CUS0000043,1407.09,20.56
ORD0000870,CUS0000003,7467.27,26.31
ORD0000871,CUS0000007,7979.08,11.12
ORD0000872,CUS0000050,6059.94,2.19
ORD0000873,CUS0000023,3569.79,8.21
ORD0000874,CUS0000014,2031.26,22.75
ORD0000875,CUS0000065,546.82,20.4
ORD0000876,CUS0000080,2117.33,10.79
ORD0000877,CUS0000025,5535.51,28.18
ORD0000878,CUS0000094,4935.92,2.6
ORD0000879,CUS0000022,3654.63,14.22
ORD0000880,CUS0000090,8681.46,16.68
ORD0000881,CUS0000050,11278.57,5.53
ORD0000882,CUS0000036,4770.0,21.03
ORD0000883,CUS0000040,3277.31,27.53
ORD0000884,CUS0000055,2777.99,22.88
ORD0000885,CUS0000039,14639.15,19.81
ORD0000886,CUS0000071,540.55,13.87
ORD0000887,CUS0000067,9053.57,12.9
ORD0000888,CUS0000093,3453.9,18.95
ORD0000889,CUS0000031,4647.91,23.8
ORD0000890,CUS0000097,4163.65,18.29
ORD0000891,CUS0000094,985.74,28.37
ORD0000892,CUS0000035,4559.27,25.57
ORD0000893,CUS0000051,14773.19,8.35
ORD0000894,CUS0000049,763.3,20.35
ORD0000895,CUS0000085,1489.66,20.62
ORD0000896,CUS0000033,10569.0,19.8
ORD0000897,CUS0000033,5785.27,24.68
ORD0000898,CUS0000041,13043.46,26.74
ORD0000899,CUS0000033,7349.4,29.53
ORD0000900,CUS0000089,5440.36,29.42
ORD0000901,CUS0000052,723.95,12.56
ORD0000902,CUS0000096,11935.08,8.43
ORD0000903,CUS0000080,4533.58,1.94
ORD0000904,CUS0000074,3684.81,23.42
ORD0000905,CUS0000066,9518.72,24.47
ORD0000906,CUS0000010,2036.47,13.46
ORD0000907,CUS0000032,2817.08,28.29
ORD0000908,CUS0000011,8714.06,12.94
ORD0000909,CUS0000038,2626.67,21.31
ORD0000910,CUS0000085,2844.76,7.67
ORD0000911,CUS0000069,2664.41,17.48
ORD0000912,CUS0000025,14852.81,5.83
ORD0000913,CUS0000089,12494.86,29.88
ORD0000914,CUS0000075,2058.08,1.1
ORD0000915,CUS0000015,1674.36,3.23
ORD0000916,CUS0000074,1871.09,1.11
ORD0000917,CUS0000034,14863.09,6.46
ORD0000918,CUS0000006,3824.03,25.92
ORD0000919,CUS0000017,3282.9,22.57
ORD0000920,CUS0000087,4671.19,22.11
ORD0000921,CUS0000035,1848.83,11.97
ORD0000922,CUS0000090,6348.01,2.94
ORD0000923,CUS0000098,9386.07,29.64
ORD0000924,CUS0000059,12168.61,7.49
ORD0000925,CUS0000021,10262.02,15.87
ORD0000926,CUS0000005,1331.45,25.44
ORD0000927,CUS0000100,744.84,5.5
ORD0000928,CUS0000015,2939.61,26.84
ORD0000929,CUS0000007,14963.8,24.78
ORD0000930,CUS0000045,11912.98,0.25
ORD0000931,CUS0000099,8001.66,10.24
ORD0000932,CUS0000030,2905.03,9.27
ORD0000933,CUS0000028,536.38,13.85
ORD0000934,CUS0000080,3077.02,3.95
ORD0000935,CUS0000062,2240.52,7.99
ORD0000936,CUS0000080,645.39,25.29
ORD0000937,CUS0000076,4710.17,0.22
ORD0000938,CUS0000029,2285.65,9.41
ORD0000939,CUS0000055,4819.87,19.34
ORD0000940,CUS0000008,2884.67,7.28
ORD0000941,CUS0000071,1102.25,4.19
ORD0000942,CUS0000065,4731.14,16.4
ORD0000943,CUS0000079,2252.32,2.92
ORD0000944,CUS0000016,3743.29,8.14
ORD0000945,CUS0000083,3587.04,4.78
ORD0000946,CUS0000086,14213.96,28.91
ORD0000947,CUS0000088,8864.32,0.81
ORD0000948,CUS0000076,1731.08,4.24
ORD0000949,CUS0000016,3702.57,0.27
ORD0000950,CUS0000035,1052.0,8.12
ORD0000951,CUS0000038,3285.37,26.67
ORD0000952,CUS0000043,1624.48,20.73
ORD0000953,CUS0000003,6384.25,28.02
ORD0000954,CUS0000092,14734.67,23.2
ORD0000955,CUS0000041,6065.98,16.76
ORD0000956,CUS0000051,11663.6,28.8
ORD0000957,CUS0000061,13697.74,21.37
ORD0000958,CUS0000046,770.02,29.99
ORD0000959,CUS0000052,2089.03,24.48
ORD0000960,CUS0000048,4572.54,2.39
ORD0000961,CUS0000045,12061.75,8.61
ORD0000962,CUS0000047,12363.89,7.19
ORD0000963,CUS0000064,809.76,15.7
ORD0000964,CUS0000023,917.09,13.12
ORD0000965,CUS0000060,1557.98,11.92
ORD0000966,CUS0000004,1112.51,14.29
ORD0000967,CUS0000071,2990.75,26.93
ORD0000968,CUS0000041,14704.1,21.26
ORD0000969,CUS0000055,737.94,21.65
ORD0000970,CUS0000049,3264.3,25.07
ORD0000971,CUS0000078,1254.36,14.74
ORD0000972,CUS0000072,4601.9,13.61
ORD0000973,CUS0000062,536.89,12.44
ORD0000974,CUS0000018,3782.32,26.81
ORD0000975,CUS0000054,2890.18,18.12
ORD0000976,CUS0000050,6866.76,4.59
ORD0000977,CUS0000096,6890.8,29.51
ORD0000978,CUS0000097,3741.92,21.03
ORD0000979,CUS0000018,3359.22,23.05
ORD0000980,CUS0000059,7850.31,6.09
ORD0000981,CUS0000002,2828.27,14.25
ORD0000982,CUS0000060,4614.43,17.25
ORD0000983,CUS0000042,2996.14,20.25
ORD0000984,CUS0000030,3441.77,13.22
ORD0000985,CUS0000020,6670.25,27.56
ORD0000986,CUS0000062,3623.8,15.42
ORD0000987,CUS0000054,2467.06,22.99
ORD0000988,CUS0000098,7598.94,26.62
ORD0000989,CUS0000035,3873.0,7.63
ORD0000990,CUS0000071,3986.85,28.17
ORD0000991,CUS0000099,9345.67,14.64
ORD0000992,CUS0000058,3147.02,23.2
ORD0000993,CUS0000030,3471.36,10.68
ORD0000994,CUS0000085,2367.64,6.89
ORD0000995,CUS0000071,4551.37,19.4
ORD0000996,CUS0000054,3580.43,27.26
ORD0000997,CUS0000040,3515.58,7.25
ORD0000998,CUS0000005,4498.25,7.22
ORD0000999,CUS0000041,9979.75,23.17
ORD0001000,CUS0000052,1486.09,22.99
