ORDER_ID,START_DATE,END_DATE,MIN_AMOUNT,MAX_AMOUNT,ORDER_AMOUNT,CUSTOMER_NAME
ORD0000262,2021-07-04,2028-10-10,156.85,232.93,211.73,1IFI031L36192YWOL1A5
ORD0000263,2029-06-30,2030-11-25,3681.48,4036.49,4010.42,XCC4XH4FJ7R37F7FP4E8TDV
ORD0000264,2025-12-31,2028-08-17,3914.78,4407.51,4361.22,V0WSSKCTQD4KDSBS5FI6ERQ
ORD0000265,2021-06-26,2024-07-27,3117.41,4732.41,3140.35,LJ2XLQP5
ORD0000266,2022-01-10,2022-05-25,4016.92,4353.97,4045.37,J50YP2KNW
ORD0000267,2020-08-10,2029-01-29,3247.08,4683.65,3322.53,Z4T48OYY4QJ71AS2YU7
ORD0000268,2027-08-29,2028-03-15,4783.77,4982.21,4910.26,RVRRGQZ3PM7VLU9AAE
ORD0000269,2020-02-18,2026-01-08,2115.12,2414.88,2248.8,SQMCBFDNHHFI
ORD0000270,2024-03-19,2030-07-24,3316.33,4668.65,3566.2,LQS3E3R1
ORD0000271,2027-10-06,2029-07-29,4526.62,4648.44,4621.73,DYYVDQQL2E5MZ
ORD0000272,2021-12-31,2023-03-20,3262.87,3512.8,3454.99,G2QGCEEQ2B5
ORD0000273,2021-09-01,2021-09-04,3299.04,4885.85,4353.64,JVZA6541ZE8OA
ORD0000274,2024-04-23,2029-09-18,4775.36,4802.59,4789.94,VTZDFX8VF3SML9CY
ORD0000275,2027-05-30,2029-08-05,1035.92,4589.56,3276.91,5F2MICMBP5YE8T58
ORD0000276,2030-10-27,2030-12-23,4187.83,4972.85,4200.72,DVCZHN738JOECJ5
ORD0000277,2027-05-02,2030-10-19,193.41,413.56,347.8,ALDTG3KEG
ORD0000278,2021-04-12,2030-03-29,2536.0,4052.91,2631.73,1VZUH8IUNCL
ORD0000279,2023-10-06,2026-10-31,409.79,1058.1,678.94,X9K2PCIGYKB5FAALFS04INJR720
ORD0000280,2022-09-06,2029-07-11,4696.64,4906.47,4821.76,5FTW0A9PMH7GX86O3NRDMHJ45LK
ORD0000281,2027-07-07,2027-10-25,4621.1,4865.44,4690.75,QV3CGD8LKB56HEP2U0
ORD0000282,2022-03-25,2025-11-18,3760.73,4045.84,3792.13,GP0MYOE45D1J
ORD0000283,2022-06-04,2027-07-11,4646.65,4709.57,4670.15,MWRMVICDRIH330KVOSK
ORD0000284,2028-11-07,2030-07-26,3993.37,4904.95,4520.37,OF075N43RA1PPU1OJA0CC4
ORD0000285,2028-03-23,2028-04-26,3866.17,4348.84,4056.5,G25PF9A0NIWSPFB4TK3B33IZLX3AEY
ORD0000286,2030-01-07,2030-10-05,3484.68,3534.25,3505.79,8NFVD6XDHYX3C
ORD0000287,2024-02-06,2030-05-13,1895.52,4083.79,3122.61,NIVP8H4NOUWR61RDEXW2567H488S2
ORD0000288,2026-12-18,2030-09-26,1903.91,4830.85,4271.21,M3FFZLS
ORD0000289,2030-09-30,2030-10-13,4787.47,4822.49,4791.39,5JN7BS08I
ORD0000290,2025-04-25,2030-04-17,1798.83,4160.36,1849.56,EBO7V0VU579
ORD0000291,2024-12-28,2026-06-21,2344.23,4729.86,3075.41,QO4XSDJWS3KK8SLLJKPHCUI2QXLN9C
ORD0000292,2027-06-19,2029-05-23,1653.02,2148.19,1875.07,8THBZ5J3UJ
ORD0000293,2020-01-18,2026-03-04,4853.74,4996.43,4901.01,S4SJ2VH4CI9HTBZO2WFUDM7ORMB
ORD0000294,2020-12-08,2025-12-06,2738.22,4269.59,4204.7,ZM5U6DXZJ1XYXASWWT29F
ORD0000295,2022-06-02,2027-05-26,3666.48,4655.32,4077.45,SK10IFJNT47VEYFA0R0
ORD0000296,2021-12-17,2029-12-04,2823.49,4059.57,3954.35,LYS95CTT593
ORD0000297,2022-07-08,2022-07-18,231.52,965.98,451.98,4HS0L5PBHR5EX41Q4HX6BQKDJ
ORD0000298,2023-08-02,2025-02-06,2359.12,3302.93,2409.04,0WDSS7E6MLGK8UUT
ORD0000299,2023-01-16,2030-10-05,3458.67,4017.44,3757.29,JAI7SX50VKGNJ6OM
ORD0000300,2028-11-30,2030-08-20,4495.58,4843.45,4826.92,9H03EHIB4WTXI27VLTBHOI
ORD0000301,2029-08-10,2030-07-28,3501.8,3841.25,3544.35,F1HEB41CM
ORD0000302,2021-03-17,2028-08-09,260.68,2694.22,404.9,QCETAGHN
ORD0000303,2026-08-03,2027-08-16,4515.76,4840.49,4525.26,RWWK6P6EG
ORD0000304,2029-03-11,2029-03-25,2932.86,4026.04,3715.37,K8AGN64XL2GLWY
ORD0000305,2024-10-03,2027-04-23,1149.94,2719.14,2344.74,H3H7I5XS9CFU5HY
ORD0000306,2023-03-07,2026-09-04,2339.03,4167.24,3876.72,90S1ME4XLA5G
ORD0000307,2024-06-11,2025-05-25,2246.49,2574.76,2376.09,GKEXMVMZHO15RRZW4Z56RJ3GHQ5
ORD0000308,2025-07-29,2030-11-10,1231.03,1738.36,1281.56,E5BLYU
ORD0000309,2021-09-17,2028-09-12,1583.49,1912.61,1608.67,753MS556Q8V88BC1HY2UY23CCL9TK
ORD0000310,2025-07-06,2027-04-06,2210.34,4206.96,3183.6,598449K6
ORD0000311,2020-08-16,2026-03-04,2017.79,3780.41,2683.7,WSUDBCIXWBVYG1WW0WDPPPTFET
ORD0000312,2021-04-13,2021-07-02,1754.21,3501.8,1819.53,160RB4BUYYUG5GNV56VKTX1M5E
ORD0000313,2029-06-04,2030-01-09,4266.64,4477.38,4276.66,ZOFGVRE741NWET6T18UM0ZQ
ORD0000314,2027-01-03,2030-10-09,2625.31,4438.25,2952.73,7L5N3
ORD0000315,2023-01-02,2028-12-23,4692.1,4941.17,4904.5,D7MX3JPJT10UEN0RSK
ORD0000316,2022-11-16,2025-07-10,3465.59,4088.35,3536.31,BPT35911CMK
ORD0000317,2023-01-22,2025-12-15,768.51,4109.99,1696.68,LC5BDFUTE0XFZIPH6H77Q5
ORD0000318,2029-12-02,2030-10-05,542.22,1087.3,981.93,YP1NJGLNR20QD58
ORD0000319,2024-03-14,2025-06-19,3528.13,3993.96,3725.54,PRJX4XTBCDPQ9YTXH8P2YAZQTF
ORD0000320,2030-07-02,2030-08-31,4131.27,4389.65,4353.33,2U0CRF540V
ORD0000321,2028-01-17,2028-08-09,2169.59,4502.98,3799.42,EW09U3BDL2IAZMTUFHKP7
ORD0000322,2028-01-01,2028-09-23,4851.36,4977.25,4937.69,U24IQLUSMF0XLZYOBB9OF3MQKDZ1QJ
ORD0000323,2020-12-30,2022-11-26,4794.36,4989.15,4817.22,7135HONMRS5YI1NNSM0L0JBSQP2
ORD0000324,2030-03-05,2030-12-28,1316.76,3837.08,2471.48,4IUZN
ORD0000325,2027-12-31,2030-05-15,1979.13,4202.8,2548.89,9DDVP4WC
ORD0000326,2020-01-22,2027-01-03,1342.92,2736.04,2704.73,XI9CLQK65V3IFU71JQHUCI5RX1
ORD0000327,2023-03-04,2026-02-14,4523.68,4815.63,4746.02,7U1KU5J92DMJD
ORD0000328,2022-07-30,2027-11-07,997.39,2038.97,1732.71,H5C2W9535HJHWFNSLK
ORD0000329,2028-05-29,2029-03-04,2592.82,3948.66,3491.93,A7L0EP5GVBS
ORD0000330,2027-08-22,2028-04-27,4908.54,4944.59,4929.82,UJBF343R
ORD0000331,2026-08-30,2028-07-04,3324.23,4949.34,4390.58,UINDSUDE9YFZQLPZFBN
ORD0000332,2021-10-29,2026-05-04,2003.66,2857.42,2646.16,JHT51TIWGX6M52Y4R1F1XL11F
ORD0000333,2020-06-14,2025-08-25,2615.37,4228.43,3660.0,J577FS31F4TJITP71SD9EC6G610
ORD0000334,2021-01-22,2029-02-19,2376.82,3868.04,2754.67,F6BH3LLZCF0TU
ORD0000335,2026-08-02,2030-10-31,3648.06,4554.21,4213.33,VLNLFQG18BAZH
ORD0000336,2020-02-24,2025-07-01,941.5,2809.07,1698.04,5TXZTFIIAMHBMBN4JP18MFT3J4
ORD0000337,2024-09-24,2026-08-05,206.9,4532.27,3402.4,54B2PMSZDVAG1059SC5
ORD0000338,2024-06-25,2029-12-14,2481.89,3065.85,2517.34,1U9ER
ORD0000339,2030-01-05,2030-09-04,3276.67,3478.2,3402.16,W21BKSM4W2O6OV3ISY0X4KNSF
ORD0000340,2027-06-25,2028-06-13,2466.16,2971.62,2772.34,05TPN9DB
ORD0000341,2024-01-09,2028-01-10,4416.44,4811.47,4485.46,CEV1HOH9O5QVWC9RJ6GD2
ORD0000342,2028-12-16,2029-04-08,2339.96,4932.59,4366.5,G9C6GKHNXKS265GJXVIHM20A
ORD0000343,2022-10-01,2028-01-23,4190.59,4466.86,4330.11,RX0XPJ7
ORD0000344,2024-09-23,2026-04-11,3957.36,4793.32,4302.95,37XB2JA7EFVUZK1DZC
ORD0000345,2027-05-28,2028-04-01,4620.34,4962.99,4640.15,7S0Z9TUWAR7JZ2N82WZMTFC8V
ORD0000346,2024-05-16,2025-10-14,3652.98,4354.06,4032.12,F69T7VKBB8Q
ORD0000347,2022-09-15,2026-02-10,4177.92,4775.17,4767.38,DXQ6WHDH
ORD0000348,2025-01-12,2025-02-02,1560.01,3118.83,3092.25,8OWTSIY7PGU7MX3GJ10FFD1I4N2EX7
ORD0000349,2024-07-07,2030-05-02,2982.37,4553.75,4352.64,51250KJ6I53I67HN34CK9XH
ORD0000350,2026-09-30,2027-05-13,4276.36,4363.82,4326.37,7JHXTX
ORD0000351,2023-05-27,2023-09-18,1540.51,4277.67,1929.57,0DTSNL5AH9WEC04T2VY4II6
ORD0000352,2027-02-19,2029-08-28,2358.59,4120.99,2621.16,UF0YOZV8C2RFKBT9H9FM8D7M46BH
ORD0000353,2027-05-20,2028-05-22,4687.29,4988.23,4770.04,P2F8UZC5BV1
ORD0000354,2022-01-09,2027-12-11,2133.19,3043.07,2367.19,G8KSJLQF
ORD0000355,2021-09-23,2026-04-18,1603.29,3908.33,1739.09,LBDTYGUJ0UQYHDM
ORD0000356,2022-09-08,2029-04-04,3785.46,4072.69,3931.55,YHRDU390E4B0OBR9GP9IT
ORD0000357,2026-05-16,2026-11-03,2093.06,4553.14,3324.16,JX8KP8192CA3SKAD4RQYWN6SCK8ETF
ORD0000358,2024-06-07,2025-12-31,3522.3,4593.74,4592.48,N6UVQ2RPUVN3VBIA4A
ORD0000359,2030-02-09,2030-05-08,146.94,2152.04,1942.04,5Z8FE8B2HWYWYLAH3XM2AOBRWMF
ORD0000360,2029-02-25,2030-01-01,3105.87,4637.11,3444.5,XCR5NAMZHR65K9MLEIEI
ORD0000361,2022-11-29,2025-06-19,4674.46,4961.26,4883.51,MB8Q93A1DU10R
ORD0000362,2021-05-13,2026-08-06,3432.85,4209.49,3834.57,ODR082
ORD0000363,2023-07-19,2025-09-23,125.28,1756.88,1561.25,BO1EPMKVTEGB41BVQPG4PVDV7PE2G2
ORD0000364,2026-06-29,2026-10-31,711.65,4642.84,2195.26,EID2DT1EGD9DSYZG0OA3Y31GVB3
ORD0000365,2025-10-19,2026-11-17,1708.15,2063.69,1712.52,EMI6QW042LPICDIT16WT8JJ4TVS
ORD0000366,2024-02-19,2029-12-09,4854.33,4939.76,4912.28,P69D1W
ORD0000367,2022-03-11,2029-05-16,4884.9,4989.47,4967.02,M43VVT0VKG3C5OA
ORD0000368,2027-03-01,2028-06-14,1192.82,2969.01,1571.39,VYNZLAXAEWB9HJS2MXCB
ORD0000369,2022-03-26,2024-03-08,1069.34,1929.94,1294.82,V9PLMBLQGB
ORD0000370,2029-04-28,2030-05-21,3419.52,4454.53,4335.52,NT3PXXK71EHJIMM
ORD0000371,2025-12-21,2028-01-26,1953.16,2921.91,2369.28,PCM8SJUPDRI65NF4EK6Y6X573
ORD0000372,2022-01-03,2026-03-14,1676.93,3423.12,2520.86,4RZCNOM2PZNT1YKXQ9FI
ORD0000373,2028-06-05,2029-09-03,511.74,2840.34,1047.73,36V123
ORD0000374,2024-11-06,2030-06-05,2103.87,3022.0,2454.94,2OQEWFS668
ORD0000375,2027-03-21,2028-10-07,482.98,4668.48,894.87,XC8MVMV
ORD0000376,2022-10-21,2030-06-20,1583.31,4471.94,2134.01,I8QATSWZZA46JZOON4O7933V
ORD0000377,2028-11-17,2029-05-28,520.79,2441.44,2329.91,N229BXIITA5WVO01Z8
ORD0000378,2023-05-12,2023-08-15,1697.79,3572.05,1758.16,JVZYNZE8Y
ORD0000379,2022-02-10,2025-10-18,2426.41,3892.11,3088.23,FKG9LC5BLMEYSN
ORD0000380,2022-08-12,2028-06-28,1526.42,1769.5,1540.39,AKU0ZKHI804EYNINT14KT
ORD0000381,2026-08-03,2030-08-09,1094.57,3769.15,1831.26,J2EZP
ORD0000382,2025-11-23,2029-01-31,1711.57,4602.89,3042.17,CFS3WTZL0PL13YLGZCPKR8S
ORD0000383,2027-06-23,2028-09-09,4589.85,4962.57,4743.14,9HXEG6U02KQN6C3BE3YVZMZCAQHIU
ORD0000384,2027-07-08,2030-03-26,3768.51,4336.67,3815.41,P2I4RKKBGLSH8ZKEARJ2WLNC8N
ORD0000385,2024-12-15,2030-10-26,3514.04,4466.56,4196.44,YT2DADYM
ORD0000386,2030-06-01,2030-08-01,1323.53,2058.77,1335.32,AVMEO
ORD0000387,2030-10-02,2030-12-26,4423.2,4520.03,4439.38,6GUU9MN8Z1HONGWULA
ORD0000388,2024-07-05,2024-08-23,3304.56,3964.4,3607.28,RXCEN0T
ORD0000389,2028-08-09,2028-11-21,3034.46,4434.97,4142.63,KQGUYIVLU4EVB2Y6O6AOBHT
ORD0000390,2022-08-26,2025-05-19,3715.78,4511.7,3763.47,5SMJYNCP2VIRUC70
ORD0000391,2027-04-08,2027-05-26,4082.28,4292.45,4236.31,PN8DPOY7UL2AE5E
ORD0000392,2030-09-11,2030-12-01,1043.08,4968.39,4726.1,FL9NP6F13
ORD0000393,2023-06-29,2025-09-15,904.38,1907.5,1081.37,TS2MR4FXZYK4
ORD0000394,2024-12-12,2029-10-22,2171.22,4322.01,3934.02,4BY1FT8J9LQY3T3SY94EVI4MJMAA6X
ORD0000395,2025-07-05,2027-11-03,2082.32,4825.77,4744.82,Y5TE0CHYKM1QW65X
ORD0000396,2027-10-23,2029-12-20,382.75,4660.72,3529.9,4CXBJQ3JQPKA
ORD0000397,2021-04-23,2028-07-14,3877.76,4676.36,4184.7,F7M1K1QT68YT0FGWJRNZTAK5AGE
ORD0000398,2028-09-04,2030-02-23,3511.95,4132.23,3690.8,KLXLIM5L6H2NLMDLMQ
ORD0000399,2030-02-12,2030-09-25,4370.92,4765.25,4617.15,KFSFYHREVBP45GADRACGN7AY7
ORD0000400,2030-10-15,2030-12-16,3830.68,4384.04,4017.18,VXVUPXZYDWVGA3ZIBH
ORD0000401,2029-09-29,2030-09-22,2700.08,4428.33,3129.62,460MAUBXCU2O5ZFW14G
ORD0000402,2028-03-26,2029-12-07,1985.81,2573.81,2069.99,6CI5FT93K2H48PPNKFG1B
ORD0000403,2021-10-18,2025-06-16,4652.12,4966.13,4892.75,Q4HI85FVOEVY
ORD0000404,2030-03-17,2030-09-28,3615.47,4520.84,4326.26,OOQHSFHFVMHXIUYATD
ORD0000405,2026-08-13,2028-10-15,2724.45,4954.15,3437.16,I7OGZA83UJSO53JS
ORD0000406,2021-08-20,2030-08-15,3760.59,4786.51,3795.82,T6HR4N5SYDVJNOD
ORD0000407,2030-05-09,2030-06-23,4340.62,4905.56,4751.55,KB9ZV14WZZE7SS
ORD0000408,2027-10-23,2030-11-18,4623.01,4771.46,4642.44,DT3KI24SJNNMAXGJY1KDGW4LDH6V1
ORD0000409,2030-11-16,2030-12-11,827.98,1850.13,949.41,5TLYF3YR2XAHHFH56
ORD0000410,2022-07-10,2028-12-11,212.83,4939.44,2479.23,GLY41TIGUE8LZBZ9875E78HNHLL
ORD0000411,2020-01-22,2029-01-12,2818.14,3503.89,2844.98,NKF9QCFH6TX8K1APTC7S82I
ORD0000412,2026-06-21,2028-03-22,2503.17,3808.18,3789.94,86NGCPCMJTNI9NWR
ORD0000413,2021-06-10,2026-03-04,3672.61,3771.31,3697.78,KZ3FQ1J8NERMX6K0J
ORD0000414,2023-07-19,2028-05-29,4963.0,4977.02,4976.52,ERH8H90EVFXV
ORD0000415,2028-09-21,2030-12-17,1438.94,2242.9,1446.87,OYGHL7T5G7WS9RGDK
ORD0000416,2023-07-26,2027-12-07,4737.9,4785.25,4776.07,89Z4IQA6JIJYRDXP03L2W36SR1
ORD0000417,2025-11-02,2030-10-12,4714.22,4978.23,4774.62,FT0UFFEPFKDFS95A16I4568HZ
ORD0000418,2020-02-26,2030-05-14,3119.8,4682.99,3131.2,8WP7C2K7OLEXI6WD15
ORD0000419,2024-04-01,2025-07-08,935.37,2309.05,1868.19,HST4SQNAZNT6C35DWA3VTW
ORD0000420,2021-03-14,2029-04-20,125.26,1032.73,446.99,15MF76J0
ORD0000421,2021-05-22,2021-06-19,4574.23,4640.49,4617.74,4ZXTX1L8RG22
ORD0000422,2021-10-24,2030-03-11,785.38,2614.36,1442.42,MHMSCIZ0VCKM4RH0595IUZ6YIHG
ORD0000423,2028-11-20,2029-04-28,203.65,1854.17,226.18,PDV1A14SS5F1PJ6LPRHQP1M4G6
ORD0000424,2026-11-08,2030-03-02,987.82,3511.11,1363.1,IZCRMJ1B
ORD0000425,2026-11-30,2027-03-14,1078.25,2569.9,1861.32,OOV14D61DTHRXRW0PUDLCADUNS4
ORD0000426,2023-02-21,2024-04-08,4551.56,4744.8,4600.31,XVTHGA9IVXX7XPRNYFGI
ORD0000427,2027-01-22,2027-09-25,3738.68,3790.44,3788.8,MM2GE8VT4M8JCIM09Q9WX2H1E
ORD0000428,2025-05-31,2030-08-20,2153.12,4864.61,4297.6,RISCDMZ586
ORD0000429,2030-11-23,2030-12-21,467.43,3870.16,1774.59,YZRNLAKNA6367QTOSR9HKOC8PSCJR
ORD0000430,2030-05-26,2030-12-14,751.56,970.44,966.07,8HAWXUF9QI0
ORD0000431,2030-01-27,2030-07-12,3096.26,4971.94,4270.35,WORLQ
ORD0000432,2030-11-23,2030-12-30,176.63,690.04,559.52,Q9N2OURNZJ2O1XJ4F
ORD0000433,2025-07-24,2026-08-06,989.42,4260.44,1565.48,5LSBTKLZMEJE1P3ZG7IAGYY
ORD0000434,2020-03-25,2020-05-19,639.17,3968.43,2784.82,IPFRJA
ORD0000435,2028-11-19,2029-03-07,4835.17,4924.57,4908.32,FMI42KTV4JPD8R8HBCG8SG60JAO
ORD0000436,2020-04-08,2024-08-03,1210.71,1769.16,1576.7,YH5KHOGSWEVH
ORD0000437,2024-01-16,2024-12-28,4624.27,4960.77,4827.69,17VL1JTSWG
ORD0000438,2023-01-15,2030-06-17,4589.55,4741.05,4629.76,EAJJUJY24EH1RJFUILYWU5140VI
ORD0000439,2028-12-29,2029-09-06,4725.75,4830.84,4783.48,8588OYF07OFPXANBX94IHD
ORD0000440,2030-03-21,2030-05-31,1811.8,2751.35,1947.23,0PNODIHJYB1XDGE4KBJXJF
ORD0000441,2022-09-30,2029-02-16,477.62,4236.03,2042.98,L4I7T40V2ASHJDCL6KAZ139Q6TO1K
ORD0000442,2023-01-18,2028-11-23,4868.3,4918.02,4915.59,NZDOZL9E34UZYKDX1MRGGEXVBPSK
ORD0000443,2026-01-27,2027-04-05,621.68,3236.02,2599.48,M9MCPRFC4CDUFT
ORD0000444,2020-02-04,2028-07-09,4904.65,4931.58,4915.37,UZWIGV06G6J
ORD0000445,2020-04-07,2024-07-20,2977.16,3941.96,3815.39,SKJ3FF
ORD0000446,2030-09-07,2030-12-29,3620.47,3917.96,3823.2,K677V2IVS
ORD0000447,2024-01-15,2028-11-13,3155.01,3228.83,3207.63,YPNEJ5GAJT9F5G3UKSKERXWFEL
ORD0000448,2027-12-20,2029-05-31,3882.51,4984.52,4960.81,2IH5CXSZ0I2X6UXF062QCDP9AJGSY
ORD0000449,2021-10-10,2022-08-04,2893.66,3363.48,3304.36,FW3383GFLGZ1MZVEUV5N4HR3C8
ORD0000450,2021-09-29,2023-05-18,4747.82,4909.27,4799.51,YDX14N
ORD0000451,2020-08-09,2020-11-10,1136.32,4817.04,3652.72,QLFJERZFT207N
ORD0000452,2027-07-05,2028-07-15,4476.06,4911.22,4516.29,VTKMW0448K1WYA9MEJ
ORD0000453,2023-08-19,2027-03-07,3353.91,3377.26,3374.84,5UH0Q7A2I
ORD0000454,2027-02-11,2030-05-10,2301.71,2564.65,2359.19,08KYNWNMAXX
ORD0000455,2020-03-07,2023-08-16,1579.53,3296.9,3069.79,5300WW817VHL31XL9K81YS1SGFG
ORD0000456,2021-01-02,2027-12-01,3283.16,4884.11,3449.14,8G26CS0NO39YHM4HW30ZAXO6SRQT
ORD0000457,2029-05-27,2030-07-25,4523.1,4844.2,4524.43,CABJX7UVK1P9ZMZD1I
ORD0000458,2030-07-14,2030-08-27,3217.74,3936.2,3446.3,1OGI6HZQ9K
ORD0000459,2030-08-21,2030-09-13,1679.78,1989.44,1815.23,JB8FYBI3WLPOTM8PYQDRFJBGH
ORD0000460,2025-02-23,2026-07-10,4643.28,4681.48,4654.07,FE5XNZG5B0
ORD0000461,2020-10-28,2027-11-03,2483.93,2675.94,2615.91,U2KLTALCHVW48AK7Q
ORD0000462,2030-05-23,2030-10-25,695.81,823.02,698.74,JNXHNBUIOFIRR4MFW9S35
ORD0000463,2024-11-21,2029-05-17,2612.02,4814.57,3162.86,RZGTKN5121R
ORD0000464,2029-02-23,2029-06-13,1661.87,3689.1,2532.19,WXE2KC6Q0S7WZBHLU1LWPEN
ORD0000465,2027-05-14,2028-03-06,1921.14,4321.16,2214.67,AVN3UO9EYSN7NG9
ORD0000466,2023-02-12,2030-08-23,3609.7,3713.73,3702.56,1UUMMD55CR0HH2KUYP
ORD0000467,2026-06-18,2026-07-24,204.22,3291.1,2846.91,3SIZC
ORD0000468,2030-01-17,2030-10-14,2713.99,2803.42,2771.65,4G0TRUW
ORD0000469,2024-06-27,2027-12-31,490.86,2717.56,595.68,35HXGBODAIGU1O
ORD0000470,2021-11-28,2030-01-10,531.28,4563.3,2018.61,ADQCHDTEQVYRKI3HIUJ02H
ORD0000471,2025-11-07,2029-02-02,2685.19,3791.5,3227.4,U4OFQSFW9PNEE
ORD0000472,2030-11-24,2030-12-07,2523.57,2556.08,2530.6,M5GVN76UT3J6GIOXY
ORD0000473,2030-12-07,2030-12-26,2316.92,3694.59,3391.53,ER1KTGJ3GHP
ORD0000474,2020-03-08,2022-04-13,4481.08,4619.51,4547.01,2WQH9FW1NJZ616VD2RXGD
ORD0000475,2027-04-10,2029-08-22,1974.36,2561.13,2085.52,R7571GDPHO
ORD0000476,2021-04-16,2021-09-09,360.38,3029.23,997.61,GROZZZGOR5NKNWSSAGL64T
ORD0000477,2029-07-24,2030-03-25,4542.67,4620.52,4595.72,LV3JA41VBL
ORD0000478,2030-12-05,2030-12-07,1392.78,2008.62,1860.98,W4A5P
ORD0000479,2025-04-19,2025-06-29,635.99,3111.55,3087.82,76KJGGTV25W8
ORD0000480,2022-11-20,2025-09-23,3350.7,3951.52,3358.85,TV74HR7BJ0OJW5BP
ORD0000481,2026-06-23,2028-11-21,3730.96,4187.08,4070.48,YGR827LQWVZ
ORD0000482,2026-08-10,2028-02-26,2144.74,3027.94,2181.04,VH13WSHA5J3J7S9KT5SES
ORD0000483,2020-03-04,2022-08-11,2323.91,3081.29,2773.09,5TA1WA
ORD0000484,2020-07-23,2024-06-26,1332.02,4555.16,3863.03,9JFRJM1FSOC4WPY1ZGQTT
ORD0000485,2021-12-10,2029-07-21,2863.15,4734.89,4368.74,MQI09MTTF
ORD0000486,2023-05-02,2030-05-18,2876.66,3855.85,3056.22,1GI72U6W3W13003B9B0FITP6XI8SDZ
ORD0000487,2021-05-30,2021-06-23,2074.42,3428.4,3107.5,3DFDRGVGS4VDH6DN7J95I
ORD0000488,2022-07-04,2029-09-05,4485.76,4924.02,4617.63,A5MHEAJH7GPNG4
ORD0000489,2020-04-10,2025-04-01,4180.36,4500.6,4476.92,Z4LP8Q2H1JBLJP
ORD0000490,2021-11-30,2029-10-04,2606.42,3914.94,3229.48,SG5XRZYG301JBS
ORD0000491,2025-02-15,2029-06-29,688.62,736.13,703.0,2CWI33RAKW66NW7Y6ELJWV3IR
ORD0000492,2028-10-20,2029-08-26,3836.78,4910.99,3910.05,4Y4L67QIUWZECBKOGG54UOPGL
ORD0000493,2028-03-01,2030-07-09,4473.12,4959.1,4503.22,HCE2XBLUG2YI9
ORD0000494,2022-03-29,2027-09-30,1059.02,2783.26,1552.31,K17MFBGNCIA
ORD0000495,2024-01-12,2030-05-27,3894.49,4498.74,3937.97,75MN46WW9I
ORD0000496,2028-12-27,2030-03-09,429.06,3288.05,2927.75,FI7TGH5OD8VBOSQYWEKSE8P
ORD0000497,2029-07-26,2030-12-20,2637.02,3374.84,3093.47,H4QBCV0QMVDIN9VDP5ECWE
ORD0000498,2030-08-26,2030-09-15,2139.58,4678.26,3355.03,RCGC56OW1
ORD0000499,2025-05-10,2027-11-28,1586.75,1659.94,1590.8,M8YB94DYYI119IH2HXWMV1DPOFAO0
ORD0000500,2028-05-19,2030-08-24,3787.59,4749.25,4333.86,APDEDI2LSCUWPSIZ4HEEQ8N5WO2TX9
ORD0000501,2023-04-13,2026-01-07,4357.96,4696.22,4448.46,86GDW05RFNI7OT9NHXJCP23HB5C
ORD0000502,2023-01-12,2027-05-04,1462.04,2524.89,2487.79,RY5BYY
ORD0000503,2024-12-23,2027-04-14,317.64,2093.79,1489.77,DTC8WBVQNBV11DG9YS8317
ORD0000504,2022-12-01,2027-03-11,896.49,2814.19,2800.02,IARRFP8SVZCR
ORD0000505,2024-01-21,2026-11-12,1416.86,4220.4,3688.45,AHTUQL23B2A3CW49N0DFR9UE
ORD0000506,2024-12-09,2028-01-14,981.04,2024.12,1497.29,LJDOHCL62UC9
ORD0000507,2028-01-17,2029-06-30,1216.97,4906.49,1276.44,8CPWGE62H6EPNUX0
ORD0000508,2020-10-19,2030-08-15,3245.25,3741.99,3257.52,XV0X4SBKXCSJBGNU66WNYCJY
ORD0000509,2028-07-20,2028-10-08,4989.32,4999.52,4999.1,6908H7D4772U
ORD0000510,2023-01-07,2029-06-20,1055.62,2211.58,1337.71,XO3UHP20XFW9
ORD0000511,2025-09-02,2027-09-13,474.57,3431.17,2263.96,0OI8P0IQSVUHF006J5M
ORD0000512,2030-02-02,2030-09-22,981.59,1043.92,989.12,94GIC1BKEI67Y
ORD0000513,2030-02-20,2030-04-26,2169.56,3308.3,2803.77,SHVVGCEW2021S4IL6FJAX3YU2L6
ORD0000514,2028-02-07,2028-08-23,2981.6,3450.4,3212.86,7761SU
ORD0000515,2024-04-22,2026-04-22,1661.03,4844.78,1794.54,N17RUGWSKHSR52OKSQGORJGN96KB
ORD0000516,2026-09-17,2029-09-26,4522.45,4779.33,4572.58,BXNS127I3SHH215QFIRH
ORD0000517,2030-11-10,2030-11-15,1833.23,4190.19,2357.52,UK6VR36
ORD0000518,2027-07-15,2029-04-19,3907.52,4882.31,3944.91,7UM9CAPI
ORD0000519,2026-07-29,2027-10-22,1943.42,4001.56,2489.42,5L5SIMF7N
ORD0000520,2020-01-14,2025-07-15,2228.16,3774.12,2550.57,C0QYPW47LT
ORD0000521,2029-06-05,2030-03-31,1236.28,3750.35,2468.73,ZW84SGOHS02UP1HL3UHWZI450
ORD0000522,2027-09-15,2029-05-02,1250.81,2255.31,1466.88,0D9UQU0Z21ZQDR5OVCT20OK8NHVI8B
ORD0000523,2030-08-28,2030-12-08,3638.92,4155.03,4041.71,W9ED7NX8MK8ZOSK
ORD0000524,2030-03-19,2030-10-16,1932.01,2593.51,2417.11,CB7G6
