ORDER_ID,AMOUNT,CUSTOMER_ID
ORD0002024,3980,CUS0000007
ORD0002025,4354,CUS0000001
ORD0002026,3843,CUS0000007
ORD0002027,1320,CUS0000004
ORD0002028,4323,CUS0000001
ORD0002029,1245,CUS0000005
ORD0002030,2786,CUS0000002
ORD0002031,2709,CUS0000005
ORD0002032,1431,CUS0000001
ORD0002033,3319,CUS0000002
ORD0002034,2551,CUS0000001
ORD0002035,4963,CUS0000001
ORD0002036,2855,CUS0000001
ORD0002037,4255,CUS0000007
ORD0002038,4275,CUS0000002
ORD0002039,4460,CUS0000001
ORD0002040,4112,CUS0000001
ORD0002041,4711,CUS0000004
ORD0002042,2555,CUS0000003
ORD0002043,3990,CUS0000001
ORD0002044,236,CUS0000001
ORD0002045,3117,CUS0000005
ORD0002046,2813,CUS0000008
ORD0002047,997,CUS0000005
ORD0002048,3512,CUS0000003
ORD0002049,4881,CUS0000001
ORD0002050,2620,CUS0000001
ORD0002051,318,CUS0000002
ORD0002052,4989,CUS0000001
ORD0002053,3987,CUS0000001
ORD0002054,2275,CUS0000001
ORD0002055,4838,CUS0000001
ORD0002056,4831,CUS0000001
ORD0002057,1964,CUS0000002
ORD0002058,520,CUS0000002
ORD0002059,4880,CUS0000001
ORD0002060,4035,CUS0000002
ORD0002061,1496,CUS0000001
ORD0002062,4394,CUS0000001
ORD0002063,3214,CUS0000001
ORD0002064,1310,CUS0000001
ORD0002065,2084,CUS0000001
ORD0002066,358,CUS0000004
ORD0002067,4790,CUS0000001
ORD0002068,1000,CUS0000001
ORD0002069,1662,CUS0000001
ORD0002070,255,CUS0000001
ORD0002071,3712,CUS0000001
ORD0002072,2669,CUS0000005
ORD0002073,3530,CUS0000003
ORD0002074,1340,CUS0000001
ORD0002075,3482,CUS0000009
ORD0002076,1770,CUS0000001
ORD0002077,3461,CUS0000002
ORD0002078,4210,CUS0000001
ORD0002079,3963,CUS0000001
ORD0002080,610,CUS0000001
ORD0002081,1231,CUS0000001
ORD0002082,4349,CUS0000003
ORD0002083,1798,CUS0000003
ORD0002084,4694,CUS0000003
ORD0002085,2762,CUS0000001
ORD0002086,4018,CUS0000004
ORD0002087,4404,CUS0000001
ORD0002088,3186,CUS0000001
ORD0002089,2670,CUS0000001
ORD0002090,1518,CUS0000001
ORD0002091,3865,CUS0000002
ORD0002092,4467,CUS0000006
ORD0002093,2904,CUS0000004
ORD0002094,4575,CUS0000001
ORD0002095,3002,CUS0000003
ORD0002096,2265,CUS0000001
ORD0002097,4066,CUS0000001
ORD0002098,1675,CUS0000001
ORD0002099,2119,CUS0000001
ORD0002100,2385,CUS0000001
ORD0002101,4671,CUS0000006
ORD0002102,2545,CUS0000001
ORD0002103,1942,CUS0000003
ORD0002104,2538,CUS0000001
ORD0002105,2467,CUS0000004
ORD0002106,1798,CUS0000001
ORD0002107,4105,CUS0000001
ORD0002108,2697,CUS0000002
ORD0002109,4030,CUS0000001
ORD0002110,2957,CUS0000001
ORD0002111,4691,CUS0000002
ORD0002112,2340,CUS0000008
ORD0002113,2457,CUS0000002
ORD0002114,1098,CUS0000001
ORD0002115,4797,CUS0000002
ORD0002116,4549,CUS0000001
ORD0002117,3210,CUS0000003
ORD0002118,3332,CUS0000004
ORD0002119,2927,CUS0000001
ORD0002120,1299,CUS0000003
ORD0002121,2479,CUS0000006
ORD0002122,444,CUS0000003
ORD0002123,2456,CUS0000002
ORD0002124,747,CUS0000002
ORD0002125,2937,CUS0000002
ORD0002126,3723,CUS0000001
ORD0002127,2200,CUS0000001
ORD0002128,4024,CUS0000001
ORD0002129,1852,CUS0000002
ORD0002130,1755,CUS0000005
ORD0002131,4512,CUS0000001
ORD0002132,2321,CUS0000004
ORD0002133,4704,CUS0000006
ORD0002134,2325,CUS0000001
ORD0002135,1224,CUS0000001
ORD0002136,994,CUS0000003
ORD0002137,4907,CUS0000007
ORD0002138,2060,CUS0000001
ORD0002139,2086,CUS0000001
ORD0002140,515,CUS0000007
ORD0002141,4450,CUS0000001
ORD0002142,1948,CUS0000001
ORD0002143,2007,CUS0000001
ORD0002144,530,CUS0000001
ORD0002145,920,CUS0000001
ORD0002146,3485,CUS0000001
ORD0002147,2805,CUS0000003
ORD0002148,3969,CUS0000001
ORD0002149,923,CUS0000001
ORD0002150,1226,CUS0000001
ORD0002151,142,CUS0000004
ORD0002152,4608,CUS0000002
ORD0002153,1393,CUS0000001
ORD0002154,3433,CUS0000003
ORD0002155,3996,CUS0000001
ORD0002156,4011,CUS0000001
ORD0002157,1733,CUS0000001
ORD0002158,2453,CUS0000003
ORD0002159,2731,CUS0000003
ORD0002160,2438,CUS0000001
ORD0002161,584,CUS0000001
ORD0002162,832,CUS0000004
ORD0002163,4803,CUS0000002
ORD0002164,2002,CUS0000001
ORD0002165,4483,CUS0000003
ORD0002166,405,CUS0000004
ORD0002167,1534,CUS0000001
ORD0002168,3523,CUS0000002
ORD0002169,1540,CUS0000001
ORD0002170,397,CUS0000001
ORD0002171,3352,CUS0000002
ORD0002172,4158,CUS0000001
ORD0002173,1626,CUS0000001
ORD0002174,2471,CUS0000001
ORD0002175,406,CUS0000001
ORD0002176,175,CUS0000002
ORD0002177,2544,CUS0000001
ORD0002178,4752,CUS0000001
ORD0002179,979,CUS0000001
ORD0002180,2844,CUS0000009
ORD0002181,2431,CUS0000002
ORD0002182,3822,CUS0000001
ORD0002183,4550,CUS0000006
ORD0002184,4395,CUS0000002
ORD0002185,4146,CUS0000001
ORD0002186,1199,CUS0000001
ORD0002187,4230,CUS0000001
ORD0002188,3934,CUS0000001
ORD0002189,2335,CUS0000001
ORD0002190,1679,CUS0000002
ORD0002191,1022,CUS0000001
ORD0002192,2808,CUS0000001
ORD0002193,1431,CUS0000009
ORD0002194,3859,CUS0000001
ORD0002195,2207,CUS0000001
ORD0002196,1625,CUS0000001
ORD0002197,215,CUS0000002
ORD0002198,2861,CUS0000002
ORD0002199,2516,CUS0000001
ORD0002200,4751,CUS0000004
ORD0002201,1682,CUS0000009
ORD0002202,1537,CUS0000001
ORD0002203,3421,CUS0000001
ORD0002204,3603,CUS0000005
ORD0002205,4321,CUS0000001
ORD0002206,2786,CUS0000001
ORD0002207,810,CUS0000001
ORD0002208,3383,CUS0000002
ORD0002209,881,CUS0000001
ORD0002210,1613,CUS0000003
ORD0002211,1251,CUS0000002
ORD0002212,4011,CUS0000001
ORD0002213,2750,CUS0000003
ORD0002214,2132,CUS0000001
ORD0002215,155,CUS0000001
ORD0002216,2236,CUS0000001
ORD0002217,3242,CUS0000001
ORD0002218,2029,CUS0000001
ORD0002219,3759,CUS0000002
ORD0002220,2287,CUS0000001
ORD0002221,2800,CUS0000001
ORD0002222,2573,CUS0000003
ORD0002223,4871,CUS0000003
ORD0002224,4793,CUS0000004
ORD0002225,193,CUS0000002
ORD0002226,2242,CUS0000001
ORD0002227,3045,CUS0000002
ORD0002228,2035,CUS0000001
ORD0002229,608,CUS0000003
ORD0002230,1068,CUS0000002
ORD0002231,3912,CUS0000005
ORD0002232,2613,CUS0000010
ORD0002233,1408,CUS0000001
ORD0002234,3421,CUS0000001
ORD0002235,4216,CUS0000003
ORD0002236,2647,CUS0000001
ORD0002237,1061,CUS0000003
ORD0002238,2516,CUS0000001
ORD0002239,3110,CUS0000003
ORD0002240,1909,CUS0000001
ORD0002241,1895,CUS0000001
ORD0002242,1194,CUS0000009
ORD0002243,4017,CUS0000001
ORD0002244,1354,CUS0000001
ORD0002245,3827,CUS0000001
ORD0002246,3160,CUS0000004
ORD0002247,3506,CUS0000001
ORD0002248,4599,CUS0000003
ORD0002249,3957,CUS0000002
ORD0002250,4503,CUS0000001
ORD0002251,1889,CUS0000001
ORD0002252,2127,CUS0000001
ORD0002253,4980,CUS0000001
ORD0002254,770,CUS0000007
ORD0002255,4404,CUS0000002
ORD0002256,3759,CUS0000002
ORD0002257,4426,CUS0000002
ORD0002258,3063,CUS0000001
ORD0002259,739,CUS0000002
ORD0002260,4721,CUS0000001
ORD0002261,1019,CUS0000002
ORD0002262,605,CUS0000001
ORD0002263,4586,CUS0000002
ORD0002264,4240,CUS0000003
ORD0002265,1756,CUS0000002
ORD0002266,4791,CUS0000001
ORD0002267,4496,CUS0000001
ORD0002268,1327,CUS0000007
ORD0002269,1447,CUS0000007
ORD0002270,2787,CUS0000003
ORD0002271,4362,CUS0000005
ORD0002272,3719,CUS0000001
ORD0002273,1052,CUS0000002
ORD0002274,1782,CUS0000004
ORD0002275,4877,CUS0000001
ORD0002276,4104,CUS0000001
ORD0002277,844,CUS0000001
ORD0002278,4280,CUS0000001
ORD0002279,3749,CUS0000009
ORD0002280,555,CUS0000001
ORD0002281,3814,CUS0000001
ORD0002282,1180,CUS0000003
ORD0002283,4304,CUS0000002
ORD0002284,3503,CUS0000001
ORD0002285,3842,CUS0000001
ORD0002286,4719,CUS0000001
ORD0002287,572,CUS0000001
ORD0002288,4677,CUS0000001
ORD0002289,3887,CUS0000002
ORD0002290,2624,CUS0000001
ORD0002291,278,CUS0000002
ORD0002292,3343,CUS0000007
ORD0002293,2184,CUS0000001
ORD0002294,124,CUS0000004
ORD0002295,1885,CUS0000005
ORD0002296,4837,CUS0000002
ORD0002297,698,CUS0000001
ORD0002298,471,CUS0000002
ORD0002299,3570,CUS0000001
ORD0002300,2922,CUS0000001
ORD0002301,622,CUS0000002
ORD0002302,4533,CUS0000002
ORD0002303,593,CUS0000001
ORD0002304,665,CUS0000001
ORD0002305,3967,CUS0000003
ORD0002306,359,CUS0000001
ORD0002307,2451,CUS0000001
ORD0002308,3449,CUS0000001
ORD0002309,1574,CUS0000004
ORD0002310,1209,CUS0000002
ORD0002311,3543,CUS0000003
ORD0002312,3167,CUS0000001
ORD0002313,3233,CUS0000003
ORD0002314,3774,CUS0000002
ORD0002315,3192,CUS0000001
ORD0002316,3177,CUS0000004
ORD0002317,757,CUS0000005
ORD0002318,4517,CUS0000002
ORD0002319,1189,CUS0000001
ORD0002320,2948,CUS0000001
ORD0002321,1071,CUS0000004
ORD0002322,1562,CUS0000010
ORD0002323,4501,CUS0000001
ORD0002324,3319,CUS0000004
ORD0002325,4432,CUS0000001
ORD0002326,1143,CUS0000001
ORD0002327,1924,CUS0000005
ORD0002328,128,CUS0000001
ORD0002329,286,CUS0000006
ORD0002330,2544,CUS0000001
ORD0002331,3892,CUS0000002
ORD0002332,4560,CUS0000001
ORD0002333,3574,CUS0000002
ORD0002334,4457,CUS0000001
ORD0002335,3207,CUS0000001
ORD0002336,1981,CUS0000001
ORD0002337,2127,CUS0000002
ORD0002338,3873,CUS0000001
ORD0002339,2935,CUS0000001
ORD0002340,1370,CUS0000001
ORD0002341,2358,CUS0000001
ORD0002342,1644,CUS0000002
ORD0002343,1024,CUS0000002
ORD0002344,363,CUS0000006
ORD0002345,3534,CUS0000005
ORD0002346,228,CUS0000008
ORD0002347,2071,CUS0000008
ORD0002348,1788,CUS0000004
ORD0002349,651,CUS0000003
ORD0002350,926,CUS0000005
ORD0002351,4965,CUS0000002
ORD0002352,375,CUS0000001
ORD0002353,3757,CUS0000004
ORD0002354,4997,CUS0000003
ORD0002355,498,CUS0000002
ORD0002356,2104,CUS0000001
ORD0002357,462,CUS0000001
ORD0002358,3395,CUS0000001
ORD0002359,3695,CUS0000001
ORD0002360,2019,CUS0000001
ORD0002361,4521,CUS0000002
ORD0002362,1879,CUS0000003
ORD0002363,562,CUS0000001
ORD0002364,1247,CUS0000002
ORD0002365,4227,CUS0000010
ORD0002366,2469,CUS0000007
ORD0002367,2018,CUS0000001
ORD0002368,4819,CUS0000001
ORD0002369,2712,CUS0000003
ORD0002370,4830,CUS0000001
ORD0002371,4998,CUS0000001
ORD0002372,2726,CUS0000002
ORD0002373,2040,CUS0000001
ORD0002374,2572,CUS0000001
ORD0002375,1273,CUS0000001
ORD0002376,4370,CUS0000001
ORD0002377,1910,CUS0000001
ORD0002378,3487,CUS0000007
ORD0002379,2561,CUS0000002
ORD0002380,2354,CUS0000001
ORD0002381,599,CUS0000001
ORD0002382,4660,CUS0000001
ORD0002383,4946,CUS0000001
ORD0002384,1534,CUS0000003
ORD0002385,3599,CUS0000001
ORD0002386,4653,CUS0000002
ORD0002387,4160,CUS0000009
ORD0002388,484,CUS0000004
ORD0002389,2921,CUS0000005
ORD0002390,3222,CUS0000007
ORD0002391,4396,CUS0000010
ORD0002392,2711,CUS0000002
ORD0002393,3510,CUS0000001
ORD0002394,3444,CUS0000001
ORD0002395,1322,CUS0000005
ORD0002396,2556,CUS0000003
ORD0002397,3183,CUS0000004
ORD0002398,1606,CUS0000001
ORD0002399,4506,CUS0000001
ORD0002400,3979,CUS0000006
ORD0002401,2074,CUS0000001
ORD0002402,1946,CUS0000003
ORD0002403,2563,CUS0000005
ORD0002404,1282,CUS0000001
ORD0002405,3893,CUS0000001
ORD0002406,572,CUS0000005
ORD0002407,4707,CUS0000001
ORD0002408,3480,CUS0000002
ORD0002409,3512,CUS0000001
ORD0002410,4665,CUS0000001
ORD0002411,4441,CUS0000002
ORD0002412,1198,CUS0000009
ORD0002413,3281,CUS0000001
ORD0002414,2089,CUS0000002
ORD0002415,2188,CUS0000001
ORD0002416,1765,CUS0000004
ORD0002417,2805,CUS0000005
ORD0002418,747,CUS0000001
ORD0002419,3784,CUS0000003
ORD0002420,3139,CUS0000006
ORD0002421,857,CUS0000002
ORD0002422,4487,CUS0000008
ORD0002423,1660,CUS0000002
ORD0002424,522,CUS0000007
ORD0002425,2299,CUS0000001
ORD0002426,3189,CUS0000005
ORD0002427,423,CUS0000002
ORD0002428,696,CUS0000001
ORD0002429,1641,CUS0000004
ORD0002430,4913,CUS0000002
ORD0002431,4678,CUS0000003
ORD0002432,1877,CUS0000001
ORD0002433,4027,CUS0000001
ORD0002434,1811,CUS0000001
ORD0002435,2827,CUS0000001
ORD0002436,2583,CUS0000002
ORD0002437,225,CUS0000001
ORD0002438,1835,CUS0000003
ORD0002439,1656,CUS0000005
ORD0002440,1061,CUS0000001
ORD0002441,4023,CUS0000001
ORD0002442,2087,CUS0000001
ORD0002443,1775,CUS0000001
ORD0002444,3349,CUS0000002
ORD0002445,2060,CUS0000003
ORD0002446,4622,CUS0000002
ORD0002447,2734,CUS0000001
ORD0002448,2418,CUS0000001
ORD0002449,3218,CUS0000001
ORD0002450,3919,CUS0000003
ORD0002451,4471,CUS0000001
ORD0002452,3043,CUS0000002
ORD0002453,2626,CUS0000009
ORD0002454,2242,CUS0000003
ORD0002455,3046,CUS0000004
ORD0002456,4300,CUS0000001
ORD0002457,4173,CUS0000001
ORD0002458,3917,CUS0000001
ORD0002459,907,CUS0000003
ORD0002460,3946,CUS0000001
ORD0002461,2723,CUS0000004
ORD0002462,1764,CUS0000002
ORD0002463,3136,CUS0000006
ORD0002464,2663,CUS0000001
ORD0002465,3490,CUS0000003
ORD0002466,474,CUS0000001
ORD0002467,4708,CUS0000001
ORD0002468,1912,CUS0000003
ORD0002469,1295,CUS0000001
ORD0002470,232,CUS0000001
ORD0002471,2236,CUS0000001
ORD0002472,4632,CUS0000001
ORD0002473,4884,CUS0000001
ORD0002474,4844,CUS0000006
ORD0002475,3520,CUS0000001
ORD0002476,2518,CUS0000001
ORD0002477,1348,CUS0000003
ORD0002478,1707,CUS0000001
ORD0002479,2802,CUS0000001
ORD0002480,1984,CUS0000002
ORD0002481,3211,CUS0000001
ORD0002482,4767,CUS0000002
ORD0002483,2113,CUS0000001
ORD0002484,4190,CUS0000002
ORD0002485,4610,CUS0000004
ORD0002486,2865,CUS0000001
ORD0002487,2208,CUS0000004
ORD0002488,4102,CUS0000001
ORD0002489,4118,CUS0000002
ORD0002490,3875,CUS0000001
ORD0002491,1478,CUS0000003
ORD0002492,2985,CUS0000001
ORD0002493,1486,CUS0000004
ORD0002494,1246,CUS0000004
ORD0002495,4577,CUS0000001
ORD0002496,4100,CUS0000003
ORD0002497,1607,CUS0000002
ORD0002498,4541,CUS0000004
ORD0002499,581,CUS0000004
ORD0002500,4392,CUS0000001
ORD0002501,377,CUS0000003
ORD0002502,708,CUS0000001
ORD0002503,497,CUS0000001
ORD0002504,152,CUS0000001
ORD0002505,3478,CUS0000001
ORD0002506,1226,CUS0000002
ORD0002507,1995,CUS0000001
ORD0002508,656,CUS0000001
ORD0002509,1337,CUS0000002
ORD0002510,174,CUS0000001
ORD0002511,1891,CUS0000001
ORD0002512,4242,CUS0000002
ORD0002513,3835,CUS0000001
ORD0002514,3157,CUS0000003
ORD0002515,595,CUS0000002
ORD0002516,4058,CUS0000005
ORD0002517,4096,CUS0000001
ORD0002518,228,CUS0000001
ORD0002519,154,CUS0000001
ORD0002520,4459,CUS0000002
ORD0002521,4619,CUS0000001
ORD0002522,3469,CUS0000006
ORD0002523,197,CUS0000001
ORD0002524,237,CUS0000001
ORD0002525,4436,CUS0000001
ORD0002526,2350,CUS0000001
ORD0002527,4488,CUS0000004
ORD0002528,2448,CUS0000001
ORD0002529,240,CUS0000002
ORD0002530,4214,CUS0000001
ORD0002531,3627,CUS0000001
ORD0002532,1568,CUS0000004
ORD0002533,976,CUS0000001
ORD0002534,889,CUS0000001
ORD0002535,4395,CUS0000001
ORD0002536,1319,CUS0000003
ORD0002537,2074,CUS0000001
ORD0002538,1672,CUS0000009
ORD0002539,4412,CUS0000005
ORD0002540,2167,CUS0000003
ORD0002541,3003,CUS0000006
ORD0002542,2289,CUS0000002
ORD0002543,3351,CUS0000001
ORD0002544,747,CUS0000003
ORD0002545,3156,CUS0000008
ORD0002546,3426,CUS0000001
ORD0002547,3860,CUS0000001
ORD0002548,4728,CUS0000002
ORD0002549,2092,CUS0000007
ORD0002550,1950,CUS0000006
ORD0002551,2557,CUS0000008
ORD0002552,760,CUS0000007
ORD0002553,359,CUS0000001
ORD0002554,865,CUS0000009
ORD0002555,3420,CUS0000003
ORD0002556,3206,CUS0000001
ORD0002557,3189,CUS0000001
ORD0002558,4627,CUS0000008
ORD0002559,3999,CUS0000009
ORD0002560,559,CUS0000001
ORD0002561,177,CUS0000003
ORD0002562,1503,CUS0000004
ORD0002563,777,CUS0000001
ORD0002564,4194,CUS0000001
ORD0002565,3654,CUS0000001
ORD0002566,2813,CUS0000001
ORD0002567,4735,CUS0000006
ORD0002568,881,CUS0000001
ORD0002569,4426,CUS0000001
ORD0002570,448,CUS0000001
ORD0002571,1982,CUS0000001
ORD0002572,1831,CUS0000001
ORD0002573,4743,CUS0000001
ORD0002574,3995,CUS0000003
ORD0002575,2320,CUS0000005
ORD0002576,481,CUS0000001
ORD0002577,709,CUS0000001
ORD0002578,2396,CUS0000001
ORD0002579,4548,CUS0000001
ORD0002580,4716,CUS0000003
ORD0002581,369,CUS0000003
ORD0002582,1569,CUS0000006
ORD0002583,2676,CUS0000002
ORD0002584,228,CUS0000004
ORD0002585,1797,CUS0000003
ORD0002586,4908,CUS0000003
ORD0002587,1281,CUS0000001
ORD0002588,3362,CUS0000001
ORD0002589,730,CUS0000003
ORD0002590,2551,CUS0000001
ORD0002591,1430,CUS0000003
ORD0002592,4719,CUS0000006
ORD0002593,2069,CUS0000004
ORD0002594,4742,CUS0000003
ORD0002595,3287,CUS0000001
ORD0002596,4528,CUS0000001
ORD0002597,2817,CUS0000001
ORD0002598,3244,CUS0000001
ORD0002599,1246,CUS0000003
ORD0002600,742,CUS0000002
ORD0002601,4202,CUS0000001
ORD0002602,2933,CUS0000002
ORD0002603,539,CUS0000003
ORD0002604,900,CUS0000001
ORD0002605,3680,CUS0000001
ORD0002606,2001,CUS0000004
ORD0002607,722,CUS0000002
ORD0002608,2890,CUS0000003
ORD0002609,4979,CUS0000006
ORD0002610,3349,CUS0000002
ORD0002611,2773,CUS0000001
ORD0002612,342,CUS0000001
ORD0002613,2339,CUS0000001
ORD0002614,3790,CUS0000001
ORD0002615,4119,CUS0000001
ORD0002616,1968,CUS0000002
ORD0002617,3014,CUS0000001
ORD0002618,4630,CUS0000001
ORD0002619,3175,CUS0000001
ORD0002620,3637,CUS0000004
ORD0002621,1621,CUS0000001
ORD0002622,4899,CUS0000008
ORD0002623,3213,CUS0000001
ORD0002624,802,CUS0000001
ORD0002625,2519,CUS0000003
ORD0002626,2118,CUS0000004
ORD0002627,702,CUS0000001
ORD0002628,772,CUS0000001
ORD0002629,2295,CUS0000003
ORD0002630,1363,CUS0000001
ORD0002631,3212,CUS0000005
ORD0002632,1363,CUS0000004
ORD0002633,3291,CUS0000001
ORD0002634,2694,CUS0000001
ORD0002635,3054,CUS0000002
ORD0002636,972,CUS0000001
ORD0002637,849,CUS0000001
ORD0002638,142,CUS0000001
ORD0002639,2625,CUS0000008
ORD0002640,3743,CUS0000001
ORD0002641,3048,CUS0000003
ORD0002642,2309,CUS0000001
ORD0002643,937,CUS0000001
ORD0002644,1185,CUS0000002
ORD0002645,815,CUS0000002
ORD0002646,1635,CUS0000004
ORD0002647,3630,CUS0000001
ORD0002648,3776,CUS0000001
ORD0002649,4662,CUS0000001
ORD0002650,4644,CUS0000001
ORD0002651,4297,CUS0000002
ORD0002652,3442,CUS0000001
ORD0002653,946,CUS0000004
ORD0002654,315,CUS0000009
ORD0002655,834,CUS0000002
ORD0002656,2999,CUS0000001
ORD0002657,4640,CUS0000002
ORD0002658,862,CUS0000001
ORD0002659,4990,CUS0000001
ORD0002660,4999,CUS0000007
ORD0002661,2757,CUS0000002
ORD0002662,3255,CUS0000001
ORD0002663,201,CUS0000004
ORD0002664,2490,CUS0000003
ORD0002665,3489,CUS0000001
ORD0002666,3276,CUS0000001
ORD0002667,793,CUS0000001
ORD0002668,4683,CUS0000001
ORD0002669,2088,CUS0000001
ORD0002670,4785,CUS0000001
ORD0002671,4368,CUS0000006
ORD0002672,1489,CUS0000003
ORD0002673,3218,CUS0000001
ORD0002674,1488,CUS0000001
ORD0002675,1237,CUS0000001
ORD0002676,2302,CUS0000004
ORD0002677,2566,CUS0000002
ORD0002678,2298,CUS0000001
ORD0002679,4139,CUS0000001
ORD0002680,1295,CUS0000001
ORD0002681,618,CUS0000001
ORD0002682,1469,CUS0000002
ORD0002683,3660,CUS0000002
ORD0002684,2360,CUS0000001
ORD0002685,3549,CUS0000001
ORD0002686,2555,CUS0000003
ORD0002687,4066,CUS0000001
ORD0002688,730,CUS0000001
ORD0002689,3058,CUS0000001
ORD0002690,2161,CUS0000003
ORD0002691,2120,CUS0000002
ORD0002692,4161,CUS0000001
ORD0002693,4964,CUS0000001
ORD0002694,1701,CUS0000009
ORD0002695,3850,CUS0000003
ORD0002696,976,CUS0000001
ORD0002697,1209,CUS0000004
ORD0002698,2595,CUS0000004
ORD0002699,155,CUS0000003
ORD0002700,3341,CUS0000002
ORD0002701,2821,CUS0000001
ORD0002702,3212,CUS0000001
ORD0002703,2799,CUS0000001
ORD0002704,3706,CUS0000001
ORD0002705,2842,CUS0000009
ORD0002706,3627,CUS0000002
ORD0002707,4969,CUS0000005
ORD0002708,1215,CUS0000001
ORD0002709,2561,CUS0000009
ORD0002710,2726,CUS0000001
ORD0002711,1745,CUS0000007
ORD0002712,4024,CUS0000003
ORD0002713,2673,CUS0000001
ORD0002714,1555,CUS0000001
ORD0002715,3362,CUS0000008
ORD0002716,2714,CUS0000001
ORD0002717,2487,CUS0000002
ORD0002718,4122,CUS0000006
ORD0002719,4817,CUS0000004
ORD0002720,2085,CUS0000001
ORD0002721,2769,CUS0000001
ORD0002722,3180,CUS0000001
ORD0002723,2396,CUS0000001
ORD0002724,3318,CUS0000001
ORD0002725,3090,CUS0000002
ORD0002726,1032,CUS0000005
ORD0002727,4719,CUS0000001
ORD0002728,1736,CUS0000004
ORD0002729,4951,CUS0000001
ORD0002730,4569,CUS0000001
ORD0002731,1573,CUS0000003
ORD0002732,4606,CUS0000001
ORD0002733,320,CUS0000003
ORD0002734,3881,CUS0000004
ORD0002735,1817,CUS0000001
ORD0002736,3691,CUS0000002
ORD0002737,2486,CUS0000002
ORD0002738,666,CUS0000006
ORD0002739,3451,CUS0000002
ORD0002740,4190,CUS0000001
ORD0002741,1240,CUS0000001
ORD0002742,2580,CUS0000001
ORD0002743,2082,CUS0000001
ORD0002744,2169,CUS0000001
ORD0002745,1362,CUS0000001
ORD0002746,3566,CUS0000002
ORD0002747,3188,CUS0000009
ORD0002748,705,CUS0000001
ORD0002749,3778,CUS0000001
ORD0002750,4998,CUS0000001
ORD0002751,4025,CUS0000001
ORD0002752,4869,CUS0000001
ORD0002753,3383,CUS0000001
ORD0002754,4477,CUS0000003
ORD0002755,4250,CUS0000004
ORD0002756,3526,CUS0000002
ORD0002757,4553,CUS0000002
ORD0002758,401,CUS0000001
ORD0002759,3045,CUS0000001
ORD0002760,4498,CUS0000007
ORD0002761,4964,CUS0000001
ORD0002762,796,CUS0000001
ORD0002763,995,CUS0000001
ORD0002764,2133,CUS0000001
ORD0002765,3008,CUS0000001
ORD0002766,1462,CUS0000003
ORD0002767,462,CUS0000001
ORD0002768,4713,CUS0000003
ORD0002769,3373,CUS0000002
ORD0002770,2816,CUS0000001
ORD0002771,3626,CUS0000001
ORD0002772,967,CUS0000005
ORD0002773,186,CUS0000009
ORD0002774,907,CUS0000002
ORD0002775,2219,CUS0000002
ORD0002776,1918,CUS0000001
ORD0002777,4283,CUS0000001
ORD0002778,4349,CUS0000010
ORD0002779,4671,CUS0000001
ORD0002780,4855,CUS0000001
ORD0002781,4812,CUS0000001
ORD0002782,1910,CUS0000002
ORD0002783,3751,CUS0000001
ORD0002784,3164,CUS0000002
ORD0002785,3304,CUS0000001
ORD0002786,3893,CUS0000001
ORD0002787,4921,CUS0000001
ORD0002788,4199,CUS0000010
ORD0002789,1334,CUS0000001
ORD0002790,2925,CUS0000009
ORD0002791,301,CUS0000002
ORD0002792,4054,CUS0000001
ORD0002793,956,CUS0000001
ORD0002794,2520,CUS0000007
ORD0002795,3507,CUS0000001
ORD0002796,803,CUS0000002
ORD0002797,1050,CUS0000005
ORD0002798,1260,CUS0000001
ORD0002799,2953,CUS0000001
ORD0002800,2655,CUS0000010
ORD0002801,2910,CUS0000002
ORD0002802,3830,CUS0000001
ORD0002803,1794,CUS0000001
ORD0002804,4368,CUS0000004
ORD0002805,4056,CUS0000003
ORD0002806,2953,CUS0000001
ORD0002807,4000,CUS0000001
ORD0002808,899,CUS0000003
ORD0002809,3689,CUS0000001
ORD0002810,3806,CUS0000002
ORD0002811,2712,CUS0000001
ORD0002812,650,CUS0000001
ORD0002813,2559,CUS0000001
ORD0002814,466,CUS0000006
ORD0002815,1042,CUS0000008
ORD0002816,285,CUS0000003
ORD0002817,2910,CUS0000001
ORD0002818,995,CUS0000002
ORD0002819,1446,CUS0000001
ORD0002820,2098,CUS0000005
ORD0002821,4327,CUS0000001
ORD0002822,1529,CUS0000001
ORD0002823,4621,CUS0000004
ORD0002824,1411,CUS0000001
ORD0002825,2811,CUS0000007
ORD0002826,4686,CUS0000001
ORD0002827,3592,CUS0000001
ORD0002828,3885,CUS0000002
ORD0002829,1999,CUS0000001
ORD0002830,3418,CUS0000001
ORD0002831,1611,CUS0000001
ORD0002832,1626,CUS0000006
ORD0002833,3640,CUS0000001
ORD0002834,3340,CUS0000002
ORD0002835,339,CUS0000009
ORD0002836,1716,CUS0000001
ORD0002837,3782,CUS0000002
ORD0002838,4951,CUS0000002
ORD0002839,3618,CUS0000001
ORD0002840,3285,CUS0000002
ORD0002841,136,CUS0000010
ORD0002842,1859,CUS0000002
ORD0002843,1785,CUS0000003
ORD0002844,2380,CUS0000008
ORD0002845,612,CUS0000001
ORD0002846,4829,CUS0000001
ORD0002847,933,CUS0000002
ORD0002848,4498,CUS0000001
ORD0002849,1631,CUS0000001
ORD0002850,3096,CUS0000001
ORD0002851,2770,CUS0000003
ORD0002852,1714,CUS0000006
ORD0002853,3848,CUS0000002
