CUSTOMER_ID,COUNTRY_FIXED,COUNTRY_UNIFORM,COUNTRY_WEIGHTED,COUNTRY_RANDOM
CUS0000814,US,US,US,DE
CUS0000815,US,US,IN,FR
CUS0000816,US,IN,FR,US
CUS0000817,US,IN,US,US
CUS0000818,US,FR,US,US
CUS0000819,US,FR,DE,US
CUS0000820,US,IN,US,DE
CUS0000821,US,FR,US,IN
CUS0000822,US,IN,DE,US
CUS0000823,US,DE,IN,IN
CUS0000824,US,DE,FR,DE
CUS0000825,US,DE,IN,US
CUS0000826,US,IN,FR,FR
CUS0000827,US,US,FR,IN
CUS0000828,US,IN,US,DE
CUS0000829,US,IN,IN,FR
CUS0000830,US,FR,US,DE
CUS0000831,US,FR,US,US
CUS0000832,US,US,US,DE
CUS0000833,US,DE,US,FR
CUS0000834,US,DE,IN,US
CUS0000835,US,FR,IN,DE
CUS0000836,US,US,IN,FR
CUS0000837,US,IN,FR,IN
CUS0000838,US,FR,US,DE
CUS0000839,US,DE,IN,IN
CUS0000840,US,FR,IN,US
CUS0000841,US,US,US,FR
CUS0000842,US,US,US,IN
CUS0000843,US,FR,US,FR
CUS0000844,US,IN,FR,IN
CUS0000845,US,DE,US,DE
CUS0000846,US,US,IN,DE
CUS0000847,US,US,US,IN
CUS0000848,US,US,US,DE
CUS0000849,US,IN,US,US
CUS0000850,US,US,US,FR
CUS0000851,US,US,US,IN
CUS0000852,US,FR,US,DE
CUS0000853,US,US,FR,FR
CUS0000854,US,IN,US,IN
CUS0000855,US,FR,US,US
CUS0000856,US,US,US,DE
CUS0000857,US,IN,US,IN
CUS0000858,US,IN,US,US
CUS0000859,US,IN,US,IN
CUS0000860,US,IN,DE,FR
CUS0000861,US,IN,US,US
CUS0000862,US,IN,IN,FR
CUS0000863,US,DE,FR,DE
CUS0000864,US,IN,US,US
CUS0000865,US,IN,IN,DE
CUS0000866,US,US,DE,DE
CUS0000867,US,IN,IN,IN
CUS0000868,US,FR,US,US
CUS0000869,US,IN,US,US
CUS0000870,US,IN,US,US
CUS0000871,US,US,FR,DE
CUS0000872,US,IN,US,FR
CUS0000873,US,DE,IN,IN
CUS0000874,US,FR,FR,US
CUS0000875,US,US,IN,US
CUS0000876,US,DE,US,US
CUS0000877,US,FR,IN,FR
CUS0000878,US,FR,IN,US
CUS0000879,US,IN,US,DE
CUS0000880,US,US,IN,IN
CUS0000881,US,IN,IN,FR
CUS0000882,US,US,US,FR
CUS0000883,US,IN,US,US
CUS0000884,US,FR,US,US
CUS0000885,US,DE,IN,IN
CUS0000886,US,US,US,IN
CUS0000887,US,US,US,DE
CUS0000888,US,DE,US,IN
CUS0000889,US,DE,IN,US
CUS0000890,US,US,US,FR
CUS0000891,US,DE,IN,DE
CUS0000892,US,US,US,DE
CUS0000893,US,US,US,IN
CUS0000894,US,DE,US,US
CUS0000895,US,US,US,US
CUS0000896,US,US,DE,US
CUS0000897,US,IN,US,DE
CUS0000898,US,FR,DE,IN
CUS0000899,US,US,IN,FR
CUS0000900,US,IN,US,FR
CUS0000901,US,DE,US,US
CUS0000902,US,DE,US,US
CUS0000903,US,IN,US,US
CUS0000904,US,FR,US,FR
CUS0000905,US,DE,IN,DE
CUS0000906,US,DE,US,FR
CUS0000907,US,US,US,DE
CUS0000908,US,DE,IN,IN
CUS0000909,US,FR,US,FR
CUS0000910,US,IN,IN,IN
CUS0000911,US,IN,US,FR
CUS0000912,US,US,US,DE
CUS0000913,US,US,FR,US
CUS0000914,US,FR,DE,DE
CUS0000915,US,US,US,IN
CUS0000916,US,FR,US,US
CUS0000917,US,IN,IN,US
CUS0000918,US,US,DE,FR
CUS0000919,US,DE,US,US
CUS0000920,US,US,IN,FR
CUS0000921,US,US,IN,US
CUS0000922,US,FR,IN,IN
CUS0000923,US,IN,US,DE
CUS0000924,US,FR,IN,DE
CUS0000925,US,DE,US,IN
CUS0000926,US,US,DE,IN
CUS0000927,US,US,US,IN
CUS0000928,US,FR,US,FR
CUS0000929,US,US,IN,IN
CUS0000930,US,FR,US,DE
CUS0000931,US,US,US,DE
CUS0000932,US,US,US,DE
CUS0000933,US,IN,US,IN
CUS0000934,US,DE,US,US
CUS0000935,US,DE,US,IN
CUS0000936,US,US,FR,FR
CUS0000937,US,IN,US,US
CUS0000938,US,IN,US,US
CUS0000939,US,IN,US,FR
CUS0000940,US,DE,IN,US
CUS0000941,US,DE,DE,US
CUS0000942,US,US,FR,IN
CUS0000943,US,FR,DE,US
CUS0000944,US,DE,US,FR
CUS0000945,US,US,US,FR
CUS0000946,US,FR,US,FR
CUS0000947,US,FR,US,IN
CUS0000948,US,IN,US,FR
CUS0000949,US,IN,US,IN
CUS0000950,US,DE,US,FR
CUS0000951,US,US,US,FR
CUS0000952,US,IN,US,IN
CUS0000953,US,US,FR,DE
CUS0000954,US,FR,IN,FR
CUS0000955,US,DE,DE,DE
CUS0000956,US,FR,US,US
CUS0000957,US,DE,IN,US
CUS0000958,US,DE,US,FR
CUS0000959,US,DE,IN,IN
CUS0000960,US,IN,US,IN
CUS0000961,US,DE,IN,US
CUS0000962,US,IN,IN,FR
CUS0000963,US,DE,DE,IN
CUS0000964,US,IN,US,DE
CUS0000965,US,DE,DE,US
CUS0000966,US,DE,DE,IN
CUS0000967,US,IN,DE,FR
CUS0000968,US,DE,US,US
CUS0000969,US,US,US,IN
CUS0000970,US,US,IN,US
CUS0000971,US,DE,DE,IN
CUS0000972,US,IN,US,IN
CUS0000973,US,DE,US,IN
CUS0000974,US,IN,IN,DE
CUS0000975,US,US,US,FR
CUS0000976,US,US,US,DE
CUS0000977,US,IN,FR,FR
CUS0000978,US,FR,IN,IN
CUS0000979,US,DE,US,IN
CUS0000980,US,FR,US,DE
CUS0000981,US,IN,US,US
CUS0000982,US,FR,DE,US
CUS0000983,US,IN,IN,IN
CUS0000984,US,US,DE,IN
CUS0000985,US,DE,IN,IN
CUS0000986,US,DE,FR,IN
CUS0000987,US,US,DE,DE
CUS0000988,US,FR,US,IN
CUS0000989,US,IN,IN,DE
CUS0000990,US,DE,IN,US
CUS0000991,US,US,US,FR
CUS0000992,US,IN,DE,FR
CUS0000993,US,FR,US,FR
CUS0000994,US,US,DE,IN
CUS0000995,US,IN,US,US
CUS0000996,US,DE,US,DE
CUS0000997,US,US,US,IN
CUS0000998,US,FR,US,US
CUS0000999,US,US,US,FR
CUS0001000,US,US,US,IN
